Source,Target
" Traitors as Citizens of the Mexican Republic that invited them to 
Dr. Sir, are expressions frequently made use of here, relative,the 
divine, as such deserve,be exterminated. From Whence? would 
cans are about,invade Texas? intention at present, and as a 
has been issued, to have a list 
from said number in order,replenish the Army with troops 
sufficient,defend ""La Patria"" against her enemies"". In this 
alphabetical order, commencing at A, and the list reaches down,H, 
Out of this the draft is,be made. The proportion I know not. It 
they intend,carry the Army in part by Steanboats with scows to 
terey or thereabouts by land,some point on Rio Grande, and from 
thence,Texas in order,meet if possible, near the same time those 
will have,wake up, and try another San Jacinto battle, or receive 
What is your opinion as,the My opinion is this however 
duty boimd,keep close in such 
you will remark. try, you will have,excuse my 
indirect way of writing,you, 
I be writing,you so much about Mexico and Texas? You surely 
know that I am averse,aJl kinks of politics and political move- 
each passer-by in accents of pitying woe (by practice learned,per- 
Medio, (6^ cents) to buy them bread, which when obtained, [they 
go] direct,some pulky Â« shops (where a kind of beer is sold) and 
living North and N. East, of that State. Add,this the revolution 
condition, without a police, driven,a state of desperation they have 
applied,Government in no very supplicatory terms for some imme- 
from drougth etc. as the above, but the whole country down,the 
moras has under his command some 2,000 Men, in order,keep down 
the Federals. He applied in May last for an increase of troops to 
Some of the Federals I have been informed, applied * to that coun- 
wrote,the General at Matamoras (Caneliso) proposing,lay down 
accede, but concluded not,persecute him further. Genl. Canaliso 
ing,this Government,hurry on with an Army, least Â« the Caman- 
You may expect,hear from me shortly; Keep my Name from the 
public prints, and be so good as,write me,Vera Cruz (be careful) 
to care of Eliot and Snyder, who will forward the same,Mexico. 
I in haste send you this slip, declaring,you that an immediate 
the inhabitants,raise,arms. The Alcalde likewise has sent out 
supplicated in the name of God, and the Salvation of the Country to 
turn out en masse,go against that Republic. Awake ! The hour 
Rio Grande will declare for Texas, but more of this to-morrow. 
Federal party, to commence again the Revolution. (Jenl. Urrea has 
say he is,be brought,Mexico,be hanged, others that he has 
already arrived ; others say, he is on his way,Vera Cruz, to be ban- 
ished ; nothing is certain as,his fate or where he is. He has no 
that Matamoras and Tampico stand good chance,fall into the 
(it is said) to near $300,000 ; solely from fifteen vessels. 
Note 19th. A considerable stir is still making in order,unite the 
Lipscomb,Hamilton.* 
ment,you, I find I have inadvertently said, that, "" You can further 
show the facility, that will thus be afforded,the Manufactures of 
it occurs,me, that this would be placing you in an indelicate and 
you,call the attention of the French Government,it, as an induce- 
ment,forming any special commercial regulation with us. The 
It appears,me that the inference,be deduced from this want 
what line of policy should be adopted; that they are unwilling to 
treat with us, and if in their power would make an effort,recover 
necessity treat with us, hence it is their policy,gain time by every 
present most probable, loe may have,contend with a more ener- 
not subdued, and are ready,rise ^gain at the first favorable Con- 
I have the honor,be 
Lipscomb,Treat.* 
Authority forwarded,you from this Department, and that some- 
The President has directed me,instruct you, that if after the 
answer,our overtures for peace, that you will withdraw from your 
Agency. Should this be the result, you are instructed,make known 
Government be constrained,change its position and conmence 
of forcing the enemy,make peace. I ardently hope however, you 
will be able,effect the object of our mission. Be the event what 
have discharged the very delicate trust confided,you. 
Be pleased,accept the assurance of the great respect with which, 
I have the honor,be, 
TkBAT,TiAMAB.* 
I have the honor,hand you herewith Copy of my loBt short 
despatch^ under date of 80th Ulto. and have now the pleasure to 
course which the Secretary then proposed,pursue, and altho' there 
ence, were ordered,be submitted,the "" Council of Government "" 
with the Cabinet in their resolution,ask Congress for Special 
powers,negotiate an amicable arrangement with the Govmt of 
The papers would be sent,Council today, but there is no Session 
to Congress The Iniciative in question, asking for powers,negotiate. 
provisions of the arrangement shall be submitted,Congress, for 
This last named plan suits me besty as it gives me a chance,remove 
been long since prepared,make. When the Government have 
come,an arrangement, within the tenor of your instructions. 
This, however, Seems almost too much even,hope for^ under all 
the necessity of taking this step before the Govmt. could appeal to 
a quorum^ and is the Number who usually attend,the despatch of 
The President wUl appoint a Committee,report on the Subject, 
Canedo, and of War^ AhnorUe^ will be present,Explain the views of 
I am willing,hazard the remark (in this instance) that the 
of our Views. Thus I have endeavoured,give as clear an Idea as I 
extremely difficult,cmticipate events of this magnitude and char- 
I will just add that the Secretary of State^ in relating,me the 
With this remark, and the facts before you, I leave you, Sir, to 
I send my letter,New York, under cover,your consul there, 
with directions, if the Gen. has embarked, to forward it immediately 
I am very desirous,receive your further views and instructions, 
This goes via Tampico, to take its chance, as there is nothing in 
Vera Cruz bound,the U. States, 
Treat,Lamar.* 
I have the honor,enclose you copy of my last respects of 7th. 
inst. to which I beg leave,refer you, in case it should reach you, 
before the original. I am now just able,get out from indisposition 
which has confined me,my room for upwards of ^ fortnight but am 
more so as I have found much more difficulty,Encounter in this 
Council^ as I anticipated, and hence the delay of their decision,the 
general politics, to the Gvmt., who, from the beginning, I anticipated 
of three of said Council reported unanimously favourably,the 
Views of the Cabinet, but, to the surprize of the Secretary of State 
report, 5. to 4. 
By a rule of Council, in such cases the subject is handed over,a 
of course, anticipate a Report from him counter,our views. I 
found it indispensably necessary,influence the Gentleman and in-: 
duce him so,modify his report, as,Send the whole matter to 
Congress, altho' in doing this, he would so Shape it as,be con- 
Subject, without expressing an opinion themselves, to the consider- 
ence is That, if the question had been carried according,Mr. 
Canedo's first plan, the Subject would have gone,Congress with an 
The matter will Soon come,an issue, and I shall consider it very 
or Should the Resolution of Congress be unfavourable,any negoti- 
as rapidly as possible,N. Orleans, where I shall hope,receive 
your instructions, as regards proceeding forthwith,Texas for any 
verbal information you may desire,receive from me, as my report, 
has been full, and much in detail. Meanwhile, I shall continue to 
compel or induce him,this, which I should regret Exceedingly^ I 
Campeche having already or will soon be compelled,capitulate, for 
the present order of things, and in opposition,the Views of the 
opposition here, who wishes,destroy Centralism and reform the 
sary,fortify itself on the Question, and counts for the issue upon 
sponsible. Except,their own consciences and their Maker, will 
have the Supreme Court,sustain them in their struggle. Hence 
then declare it Null and Void^ and the Govmt. refuses,obey this 
decree, on the ground that it was not Enacted according,the pro- 
Question,Congress for decision. Meantime Congress are deciding 
dants in the Departments,obey the Law of Congress, and exercise 
the Judges of the same Departments,claim and hold civil Jurisdic- 
not consider it an infraction of my duty so,do. It is my duty to 
report on both Sides of the question, whether favourable,my ob- 
jects or the reverse. And now, Sir, were I,ask you, after the 
Treat,Ritchib.* 
I beg leave,hand you the Enclosed, which is important, and 
beg you,forward it promptly and safely. You may, if you write 
but please not repeat the same,any one else, and [repeat it] to the 
Col [only] as confidential. Say,him also that I am sick and can- 
not write him, as should like to-day. I have nothing from you to 
acknowledge, but expect,have in a few days, as the Wetter arrived 
up,the 1st of July, either,Vera Cruz under cover,M. Bur- 
rough^, or,TaTTipico, first cover,me, Then envelloppd. to R. 
Pakenham Esquire, British Minister, Mexico. Then,Mr. Craw- 
â€¢ This is a priyate letter, and it is given only,show how Treat's correspondence was 
Treat,Lamar.* 
I have the honor,refer you,my last communication of 28th. 
a moment's time,avail of this idghPs post for Tampico, whence I 
hope this will find a prompt conveyance,N. Orleans, and thence to 
the wh/&gt;le matter would have been,close the door against any fur- 
I had been confined,my bed, for upwards of a fortnight, and 
more unfortunate, as this matter was by no means,be left,its faiCj 
nor,the care of others^ but required much vigilance and attention. 
be consigned over,Congress for the fate of my mission, which is 
sult^ to add the same in a postscript. 
compelld. to send my letters via. Havana. 
Post, to hear of the doings of "" Council.'* 
I have the honor,be, with great respect, 
Secy of State, of 1st. April, covering authority,draw on the com- 
suspended,consider other matters of more immediate importance. 
There was a strong opposition,the particular course which the 
Cabinet wished,adopt, but Still I hope it will end in at least trans- 
mitting the whole matter,Congress, to resolve on peojce or War, in 
Treat,Lamar.^ 
I beg leave,refer you,my last Very hasty letter of the 3d. inst. 
I have now the satisfaction,apprise you that a decision was 
Â» This should be ** for, or ** to.*' Of. Treat",Lipscomb
(at last) to Submit the Whole Texas question,Congress
favour of War^ or what is the same thing,measures
lead,it
into the details that may be necessary and proceed,receive my
It will probably require a week,to lay the Matter before the Depu-
rest,the united wisdom of both Houses of Congress.
Lipscomb,Treat.Â«
confinement,business at the seat of Government
I have the honor,acknowledge the receipt of your several
given In this letter,Treat follow directions given by Lamar
certain documents addressed,Mr. Pakenham
cation from him,you in relation
I have written,Mr. Pakenham
I beg you,give Mr Pakenham an assurance that the subjects
return,the Seat of Government.
not in possession of the views of this Government as,what you
willingness,agree
ought,be preferred. A truce for one
would enable us at the termination of that period,dictate almost
any terms,our enemy
we of course must submit,some sacrifices
show. You are however Authorized,conclude a treaty of peace
friendly flag he may fall in with. His instructions are,act on the
defensive entirely ; to make no captures unless you should advise him ,
of the failure of your Mission. He will be able,make a calcula-
tion as,the time when this despatch will reach Vera Cruz
you have any communications,make
such channel,you will advise the Vessel bearing it
seat of Government,I wrote
bring the negotiation,a close in some way
submit,the state of things
QoTemment of Mexico then and now,neglected no opportunity to
so far as,make an attack by the regular Army of the Grovemment
to excite the Indians,attack us; and the Indian Chiefs were re-
made no movements at all hostile,the Mexican Govt.
bid and used the best influence of the Government,prevent Volun-
could be extended,the fugitives
as belonging,any CJovemment
tenance,nor protection than would have been afforded
opportunity,to excite Indian hostilities against us. The exercise of
Matamoras,the Indian tribes on our frontiers
those within the limits of the United States,to excite them by the
hope of general plunder,attack us; whilst Gteneral Arista is unre-
know perfectly,it is in our power
been easier than,have sustained the Federalists
to have bid defiance,the Central Government. Our Navy for the
last twelve months strong enough,have cut off every article of
of moderation,and evince
people will not much longer submit,a procrastination
will be forced,return War for War. I am directed by the Presi-
. â€¢(;/. Bamet,Danlap
dent,say
fully your views on the subject. He wishes further,be informed
tion in which you have been engaged; will it be likely,produce
additional difficulties or,facilitate a favorable issue? What are
wise? if not can a truce be obtained,continue for one
haps,be well for you
the Rio Grande as she has been strongly urged,do
done with great benefit,herself and detriment
overtures,us
efforts,and advise this Government fully as
I would suggest that it will perhaps be well,confer freely with
Mr. Pakenham on the prospect of bringing your agency,successful
